,songlist,watch_num,sub_num,time,up,url,content
55,【乐正龙牙、乐正绫】清明上河图【兄妹合唱】,15.1,5012,2017-06-24,鬼面P,www.bilibili.com/video/av11585547?from=search&seid=13348715207099616047,"我俯身看去那一帘秋雨
落下的水滴却悄无声息
雕刻在石碑上的印记　是否隐藏着秘密
在你的眼神中　我看到了情丝万缕

古巷的忧郁　写下琵琶的旋律
飘逸的外衣　街上叫卖的小曲
仿佛隔空变换到那里
一切模糊又清晰
几秒钟的世界　感叹不平凡的意义

绫罗飘起遮住日落西　奏一回断肠的古曲
抬起画面如此的美丽　孰不知是谁的墨笔
淡淡胭脂遮住了思绪　小酌几杯却有醉意
多少能人将相　书画三千里
上河图雕琢的意义

古巷的忧郁　写下琵琶的旋律
飘逸的外衣　街上叫卖的小曲
仿佛隔空变换到那里
一切模糊又清晰
几秒钟的世界　感叹不平凡的意义

绫罗飘起遮住日落西　奏一回断肠的古曲
抬起画面如此的美丽　孰不知是谁的墨笔
淡淡胭脂遮住了思绪　小酌几杯却有醉意
多少能人将相 书画三千里
上河图雕琢的意义

绫罗飘起遮住日落西　奏一回断肠的古曲
抬起画面如此的美丽　孰不知是谁的墨笔
淡淡胭脂遮住了思绪　小酌几杯却有醉意
多少能人将相 书画三千里
上河图雕琢的意义"
56,【乐正绫原创】【亡国祸水】四·国殇（feat.洛天依）【世界协奏之歌制作组】【PV付】,14.8,1686,2017-04-30,炽与月,www.bilibili.com/video/av10206345?from=search&seid=7468911881666156707,"
风云骤变八荒六合生异动
陡然间坠入光怪陆离的时空
因缘际会时 复登楼台幽宫
见君王 惊鸿一瞥却似重逢
珠玉珍兽解美人心忧 议政之时靡靡音仍奏
作乐无度 日夜风流
酒池肉林 中已酿祸
挣不脱冥冥网罗 剪不断孽缘交错
血肉下这枚 染墨的魂 亦痴亦狂亦疯魔
如飘摇裂绢碎帛随滔天巨浪颠簸
乱世中乱世 零落又零落

人命为墨 勾勒出摘星高楼
鹿台上起舞 殊不知为谁所惑
宁日起狼烟 为换须臾笑容
哗然间 烽火焚尽社稷山河
战鼓铮铮 四国见兵戎
毒计频出 蛇蝎心互斗
前路易卜 枕侧难守
危机四伏杀伐无休
用不尽声色劝诱 消不去妄念执着
血肉下这颗 蒙尘的魄 亦爱亦憎亦纠葛
千年后再凭帝胄 欲先制宿命一手
终局时方知 天意不可谋

北风声已没 帝星向西落
将破的都城 如枯叶般萧索
拂晓的朝歌 江山尽收于眼眸
烈焰中 回首时恍然若梦
挣不脱 冥冥网罗
剪不断 孽缘交错
血肉下着枚 染墨的魂 亦痴亦狂亦疯魔
如飘摇裂绢碎帛 随滔天巨浪颠簸
乱世中乱世 零落又零落
用不尽声色劝诱 消不去妄念执着
血肉下这颗 蒙尘的魄 亦爱亦憎亦纠葛
千年后再凭帝胄 欲先制宿命一手
终局时方知 天意不可谋"
57,[洛天依重调版]风萤月本家PV,14.4,3827,2013-05-30,月蝕原創音樂,www.bilibili.com/video/av584387?from=search&seid=5179959131298057004,"夏雨别夕庭　缇暮织簟锦
人语雁归林　东山月满荫

芳草憩丘亭　棋花对灯饮
起舞献君邻　长青共此心

盏天灯　他年寄愿
啭林萤　熏风染月

生生繁华于枯荑
萋萋空翠自灵犀
辉星皓夜苍千顷
此宵　风醉月舞萤

遗我北山薇　赠君南浦草
篱檐更漏浅　荺香侵古道

循河汉　宿曙分萤
秉烛光　熏风染月

生生繁华于枯荑
萋萋空翠自灵犀
辉星皓夜苍千顷
此宵　风醉月舞萤

风拂翠幕夜如许
月照朱帷香满衾
时露流萤百草底
一梦氤氲到天明
一梦氤氲到天明"
59,【洛天依原创】前尘如梦「穿越百合向」（黑羽林第一弹）,14.2,4878,2012-10-19,唐乐林,www.bilibili.com/video/av378332?from=search&seid=16346803664792718907,"林立樓房 堵得心慌
來往人群 淹沒我悲傷 
想遠遠 離開那喧鬧場 
獨自回房 空蕩蕩

燈火彷徨 醉得受傷
月牙淒涼 灑了一地霜
想靜靜 進入那溫柔鄉
夢中尋找 看見前世窗 

夢裡那座小橋橋頭瞧啊瞧（小橋橋頭瞧呀瞧）
夢裡那個池塘荷花搖啊搖（池塘荷花搖呀搖）
撐一把紙傘 在雨幕中迴轉
只羞舞給 中意的你看（我情願）

前世那隻小舟湖上泛啊泛（小舟湖上泛吶泛）
前世那張山水水墨染啊染（山水水墨染吶染）
點一盞燭光 在長亭外遙遙守望
流不盡的相思和情長

深夜醒來 淚水成災
現實還在 我逃避不開
想深深 沉進那輪迴海
看見未來 白皚皚

孤影窗台 拭去塵埃
窗外色彩 通通進不來
想快快 找到那唯一愛
牽手漫步 續寫今生脈

夢裡那座小橋橋頭瞧啊瞧（小橋橋頭瞧呀瞧）
夢裡那個池塘荷花搖啊搖（池塘荷花搖呀搖）
撐一把紙傘 在雨幕中迴轉
只羞舞給 心愛的你看（我情願）

前世那隻小舟湖上泛啊泛（小舟湖上泛吶泛）
前世那張山水水墨染啊染（山水水墨染吶染）
吹一盞燭光 新房裡與郎共賞
說不完的地久和天長

前塵如夢 去猜
永世生生不忘懷

夢裡那座小橋橋頭瞧啊瞧（小橋橋頭瞧呀瞧）
夢裡那個池塘荷花搖啊搖（池塘荷花搖呀搖）
撐一把紙傘 在雨幕中迴轉
只羞舞給 中意的你看（我情願）

前世那隻小舟湖上泛啊泛（小舟湖上泛吶泛）
前世那張山水水墨染啊染（山水水墨染吶染）
點一盞燭光 在長亭外遙遙守望
流不盡的相思和情長
吹一盞燭光 新房裡與郎共賞
說不完的地久和天長"
58,【言和翻唱】论道来处十二楼（霸气摇滚）,14.2,4574,2015-06-03,纳兰寻风,www.bilibili.com/video/av2395699?from=search&seid=5179959131298057004,"
晚川载银钩　
西升东去钩挂星幕　帘绸
秉灯铺酒筹
翻展旧卷轴 
道吾曾居玉京十二楼
先莫急笑我太夸口

登高昆崚丘　仰海内十洲 
濡履瑶池口　有云霞迤游
青烟揽北斗　拂翠微遒遒
三清宫月光浓稠　照人间白头

我虽　凡身非凤鸟来处自少昊
穷桑　枝间也尝歇脚
时闻　长庚琴音袅皇娥正年少
东海　百灵　吟谣　御九霄

谷渊引长川 
渺渺弱水周匝绕山　几环
去岸十三万
金台倚栏杆 
面向天南观邈邈山岚
羽衣翩翩然飞上白云端
君且自看　莫笑我太荒诞

我虽　凡身难渡河来处是羲和
甘渊　盈瓢亦能解渴
时闻　有人弄银瑟声传魁星阁
听罢　一曲　词得　狂放歌

昆崚丘，昆仑山也。
在西海之戌地，北海之亥地。
东去岸十三万里，有弱水，周匝绕山，
东南接积石圃，西北接北户之室，
东北临大阔之井，西南近承渊之谷。

……昆仑山有三角。
其一角正北，干辰星之辉，名曰阆风巅；
其一角正西，名曰玄圃台；
其一角正东，名曰昆仑宫。
其处有积金，为天墉城，
面方千里，城上安金台五所，玉楼十二。
————【汉】东方朔《海内十洲记》

《山海经·大荒东经》载：
“东海之外大壑，少昊之国。”出凤鸟。

《山海经·大荒南经》载：
“东南海之外，甘水之间，有羲和之国。
有女子名曰羲和，方浴日于甘渊。
羲和者，帝俊之妻，生十日。”

登临　玄圃琼华殿立阆风北巅
十二　玉楼何处安眠
昆仑　朗月如昼天照纷繁人间
君可见　归去处几多变迁

我虽　凡身非凤鸟来处自少昊
穷桑　枝间也尝歇脚
时闻　长庚琴音袅皇娥正年少
东海　百灵　吟谣

我虽　凡身难渡河来处是羲和
甘渊　盈瓢亦能解渴
时闻　有人弄银瑟声传魁星阁
听罢　一曲　词得　啊啊"
60,【洛天依原创曲】洛氏功夫娘【PV付】,13.8,5469,2013-01-01,JUSF周存,www.bilibili.com/video/av429398?from=search&seid=16346803664792718907,"
相传江湖沧桑之中有这么一个奇女子
驭数丈红线武功盖世穿梭人海之间
名和利 金和银 于她冷漠双眸中 仅是缕缕过眼云烟
弱与贫 苦与难 在她热切相助中 重又拾回往日笑颜
其名洛氏功夫娘 冷眼对世态炎凉 为人谦逊不入尘世纷争 笑看皆是梦一场
其名洛氏功夫娘 其人胸怀世无双 心系天下百姓芸芸众生 千万里美名远扬

红线破开山贼牢笼瞬间女孩看见了那个人
眉目若月色日夜兼程赶回家乡的旅人
为了守护这位身体羸弱的少年女孩决定与之同行
虽然不常言语 她的目光始终不曾离开他的身影

其名洛氏功夫娘 一袭淡雅青衣裳 红线指尖缠绕千回百转 从未撩动她心房
其名洛氏功夫娘 风细来兮花泛香 不知名为何物心中涌流 弥散于萧萧月光

古道两侧郁郁葱葱的竹林 拨开后 眼前豁然开朗
漫山遍野盛开着湛蓝的花 这是少年的家乡
寻访了村中人后少女得知 雪山上有一株千年药草
只消采撷来与晨露熬成汤药 无论何病皆复好

其实病为绝症 其实药为毒草 见你为我奔波不惧难艰 吾之身何畏长眠
如果还有来世 如果还可相见 只愿跨过繁芜红尘三千 再与你邂逅一眼

其名洛氏功夫娘 冷眼对世态炎凉 为人谦逊不入尘世纷争 笑看谁大梦一场
其名洛氏功夫娘 一十五岁好年方 人们只会慨叹侠骨铮铮 谁人知柔情的伤
"
61,【洛天依】醉花阴,13.4,1086,2017-03-02,迁梦狸,www.bilibili.com/video/av8919143?from=search&seid=5179959131298057004,"薄雾浓云雨不休
傍晚飞虫更寂寞
昨夜枕边独空守
凉意独寝了一宿
菊香沁入心头
又欲把酒饮够
举杯无人对坐
浊酒入醉满楼
有暗香盈袖
谁执子之手
冷清黄昏后
人比黄花瘦
门前青苔千重厚
旧时雁飞过
故榻人难留
憔悴再久谁来问候

菊香沁入心头
又欲把酒饮够
举杯无人对坐
浊酒入醉满楼
有暗香盈袖
谁执子之手
冷清黄昏后
人比黄花瘦
门前青苔千重厚
旧时雁飞过
故榻人难留
憔悴再久谁来问候"
64,【洛天依原创】杏月里来凤翎翻【pv付】,13,2841,2015-02-10,康师傅の海鲜面,www.bilibili.com/video/av1981550?from=search&seid=5179959131298057004,"恰值这枝头红我看红不过山楂串
说书人又摆摊 故事听一段
讲绣楼会苏三但年少不懂风月关
为何总道春光 易将人犯

空钟响杨柳岸扔骨节洒落青石板
一地叶影散漫 时光如絮软
正仲阳好时节趁杏月里来凤翎翻
扯纸鸢线轴转 笑眼弯弯

里踢外拐 一锅底二锅盖
钉锤烧卖 再凑副酒盅牙筷
曾经念着 八仙漂洋过海
而今故乡 真已在重山之外

七钩兰花 八把抓抓不到
九十上脸 飞六彩打花鸡毛
曾经童谣 唱外帘剪刀抛
而今词句 叹流光总把人抛

白日乍看悠缓如手中风车兜兜转
我猜是常仪她 醉倒在河畔
都说春园如海因一色鲜妍百花传
是否该折纸舟 邀你共泛

走出了旧城墙远路数不清悲和欢
离别像三尺寒 二月春阳暖
愁诗总背不完莫负人生几回好玩
蹴鸾靴趁衣短 呼朋引伴

左踢右摆 膝盖头催芳黛
前应后和 九十九数到一百
当年扳指 日子算不明白
今日算来 都换作一声感慨

花鼓花线 扎一个艳阳天
云庭云轩 落下个凤翎彩毽
当年不知 纵情不过当年
今日说起 今日再难比从前

空钟响杨柳岸枝头红不过山楂串
说书人又讲到 玉堂春意满
年少不懂悲欢不懂远路难过情关
长大才知春光 易将人犯

走出了旧城墙想起踏过的青石板
叶影中兜兜转 斜夕洒河畔
蹴鸾靴趁衣短好杏月里来凤翎翻
再回看旧玩伴 笑眼弯弯

恰值这枝头红我看红不过山楂串
说书人又摆摊 故事听一段
讲绣楼会苏三但年少不懂风月关
为何总道春光 易将人犯"
62,【乐正绫 洛天依】锦鲤抄 【已改进咬字等】,13,3209,2015-07-21,PTX,www.bilibili.com/video/av2606479?from=search&seid=5179959131298057004,"蝉声陪伴着行云流浪
回忆开始后安静遥望远方
荒草覆没的古井枯塘
匀散一缕过往
晨曦惊扰了陌上新桑
风卷起庭前落花穿过回廊
浓墨追逐著情绪流淌
染我素衣白裳
阳光微凉 琴弦微凉
风声疏狂 人间仓皇
呼吸微凉 心事微凉
流年匆忙 对错何妨

你在尘世中辗转了千百年
却只让我看你最后一眼
火光描摹容颜燃尽了时间
别留我一人 孑然一身
凋零在梦境里面

萤火虫愿将夏夜遗忘
如果终究要挥别这段时光
裙袂不经意沾了荷香
从此坠入尘网
屐齿轻踩着烛焰摇晃
所有喧嚣沉默都描在画上
从惊蛰一路走到霜降
泪水凝成诗行
灯花微凉 笔锋微凉
难绘虚妄 难解惆怅
梦境微凉 情节微凉
迷离幻象 重叠忧伤

原来诀别是因为深藏眷恋
你用轮回换我枕边月圆
我愿记忆停止在枯瘦指尖
随繁花褪色尘埃散落
渐渐地 渐渐搁浅

多年之后 我又梦到那天
画面遥远 恍惚细雨绵绵
如果来生太远寄不到诺言
不如学着放下许多执念
以这断句残篇向岁月吊唁
老去的当年 水色天边
有谁将悲欢收殓

蝉声陪伴着行云流浪 回忆的远方"
63,【洛天依原创REMIX】古风2016【小旭PRO】,13,2561,2016-10-18,潜移默化♀浅姨磨花,www.bilibili.com/video/av6727490?from=search&seid=5179959131298057004,"
嘲笑谁恃美扬威
没了心如何相配
你褴褛我彩绘
并肩行过山与水
轻声叹我们那些好时光
长安雨一夜落秋意
路千里朔风吹客衣
大寒夜，山那头，彤云出岫，
小炉边，那首歌谣
不经意被写就。
红颜独憔悴莫笑桃花劫
将青丝换一生青灯随
在那远去的旧年，
我笑你轻许了姻缘
今世情缘不负相思意
等待繁花能开满天际
只愿共你一生不忘记
别留我一人孑然一身
凋零在梦境里面 

细雨飘清风摇凭借痴心般情长
恍惚间相望早已无话心如麻
只道是那些无关风花雪月的相思
说来几人能知
自认惊叹的桥段终沦为老生常谈
给予你全部如病入膏肓一般 
每一滴泪水都向你流淌去
倒流进天空的海底
临安初雨 一夜落红
春水凝碧 断雁越澄空
挥袖抚琴 七弦玲珑
芦苇客舟 雨朦胧

伤离别
一缕王朝的余晖
孤云掠影嵌入眼眉
天命际会自是难违
等爱若花枯萎
等叶成堆
等思念也化成泪
佳人吟唱一首如梦令
令我思绪如涌浪
你我而今各在水一方
又恐相见泪染妆
今夜雨涨相思满惆怅
红烛花泪映透西窗
可惜少了你双手在我肩膀

在每个许下的愿望里都会有你
当你的眼神看进我心底
红颜轻叹一别又经年
飘散了往昔尘烟
绝唱一段芊芊爱无非看谁成茧
和你对弈输赢都回不去
归来梦碎且寄余生长
从此漫漫云天自翱翔
柳絮飘摇三月天
扁舟一苇西湖边
莺鸣柳渡口前
盏中柳色浅
最初与最终便是天涯
"
66,【言和原创曲】昔巷旧梦【PV付】,12.9,6182,2014-04-12,木变石,www.bilibili.com/video/av1058154?from=search&seid=218002058262409199,"陈酿的　老酒　一壶热
微醉饮　辨不清　哪盏清浊
无人走　南楼小径　独等候
这杯酒已入口　难咽漂泊
城门外站　老槐树一颗
夜深处　看漫江　渔家灯火
弦已尽　弹不出指　尖失落
就让秋心　随风漂流
看门前　一个两个　麻雀都飞过
数白发　一遍两遍　镜子里没落
岁月不说谎　还有什么要求
摇不完总是　夜风吹过的风铃声

回忆里模糊的渡口
飞不出流离的沙鸥
犹见那年 无心种过的梨花也开满枝头
却无人来嗅
炊烟中飘渺的渡口
无人问津的潮水声
剪影又映入眼眸　泪滑过
可惜我不是你的那个梁山伯

长亭外　只剩　驿路过客
留下我　支离破碎的　孤默
花开处　山重水复　不停留
客路青山　一叶孤舟
春风过　吹走　一缕萧瑟
撑竹篙　唱那首　渔歌
花已尽　数不完是　我的错
就让时间　给我宽容
看门前　一个两个　麻雀懒飞过
见花谢　一瓣两瓣　秋夜里凋落
岁月不回头　我还怎么要求
走不完　只是石板桥下　细水长流

回忆里渐远的渡口
喧闹了一洲的沙鸥
犹见当年 桃花红过山坡已是绿肥红瘦
谁与我　与我来嗅
散不去晨雾的巷口
离别后不忍再回首
后悔总由来已久　泪滑落
可惜我不是你的那个梁山伯

又想起童年的时候
踩方格　加我一个
一不小心我又猜错
到底是谁不想说破
贪婪的梦　不忍放手也是我
梦醒以后莫看月色 
谁为谁失落

回忆里飘远的路口（飘远的路口）
停步踌躇这一分钟（这一分钟）
不见那年　胡同口白墙黑瓦下谁来摆酒
不醉我不休
回不去当多年以后（当多年以后）
默回首道一句珍重（道一句珍重）
旧燕已走无人留　我能懂
可惜我也不是你的那个　梁山伯"
65,洛神赋  vocaloid,12.9,1986,2016-08-19,風守miNado,www.bilibili.com/video/av5891875?from=search&seid=16346803664792718907,"
若捧月华如胧 若拾芬芳其中
梦醒寻梦踪 回首却已空空
零落縤泪几点 伴繁樱怎流连
缘起缘心牵 信笺致时缘思恋
寻梦兰芷间 望白鸟纷飞辗转流连
若闻流风络回雪 却见薄樱缀雨夜
诗楚歌为约 披风花摇曳
星渚错落入淡雪 弦影流离韶光烨
雏草困流萤 湖光泛靛青
未闻归期涉泥泞
风帆遣绻行 茕茕孑立繁世中
不觉潸然而心忡
竹影下闻竹林风 皎月低垂若玲珑
夏风吹入寒宵中
呢喃细雨流转 恰逢暮雨悠然
白鸟随乌蓬摇 转起几层波澜

寻彼岸蝶飞渐幽远 淡入烟雨而不见
怅然叹星迁 月下繁樱自妖艳
洛水迢迢绰 叹韶华冉冉成辙
落花随梦流转 楚雨流萤烂漫

渚畔鸟纷飞 心摇悦相随
晨风将至落樱蕊 小夜岚起不识悲
处暑仍未至 时雨声清脆
愿寻若木发新蕊 携蒲草拾蝉蜕
竹影下闻竹林风 似梦随心而动
皎月低垂若玲珑 回首却已空空
夏花吹入寒宵中 唤芳菲也朦胧
零落縤泪几点 伴繁樱怎流连
缘起缘梦牵 信笺致时缘思恋
寻梦兰芷间 望白鸟纷飞辗转流连
若闻流风络回雪 却见薄樱缀雨夜
诗楚歌为约 披风花摇曳
星渚错落入淡雪 弦影流离韶光烨
雏草困流萤 湖光泛靛青
未闻归期涉泥泞
风帆缱绻行 茕茕孑立繁世中
不觉潸然而心忡

风盈盈曾卧星野间 月桂磨藕轻甜
挑撒栗几点 木樨枝下寻华年
若为风帆澈 若为芳菲沃偌
若行路萧瑟 唯诗楚歌以润泽
飘飖兮回雪微垂 缤纷兮若衔泪
髣髴兮流风将坠 落寰尘未曾寐
泫泣兮稚子思归 风鸣兮雁未回
惘寻笼烛几盏 扰夜纷繁缭乱
"
